,sel,mig,pibin,pifreq
1086,0.036,0.002,27,641
1087,0.036,0.002,28,443
1088,0.036,0.002,29,408
1089,0.036,0.002,30,197
1090,0.036,0.002,31,74
1091,0.036,0.003,0,121156
1092,0.036,0.003,1,3390
1093,0.036,0.003,2,1973
1094,0.036,0.003,3,2256
1095,0.036,0.003,4,1753
1096,0.036,0.003,5,1695
1097,0.036,0.003,6,1324
1098,0.036,0.003,7,1761
1099,0.036,0.003,8,1377
1100,0.036,0.003,9,975
1101,0.036,0.003,10,1562
1102,0.036,0.003,11,810
1103,0.036,0.003,12,1124
1104,0.036,0.003,13,493
1105,0.036,0.003,14,1231
1106,0.036,0.003,15,1395
1107,0.036,0.003,16,1145
1108,0.036,0.003,17,1330
1109,0.036,0.003,18,647
1110,0.036,0.003,19,955
1111,0.036,0.003,20,1058
1112,0.036,0.003,21,727
1113,0.036,0.003,22,969
1114,0.036,0.003,23,1080
1115,0.036,0.003,24,985
1116,0.036,0.003,25,603
1117,0.036,0.003,26,643
1118,0.036,0.003,27,576
1119,0.036,0.003,28,350
1120,0.036,0.003,29,296
1121,0.036,0.003,30,126
1122,0.036,0.003,31,132
1123,0.036,0.003,32,30
1124,0.036,0.003,33,72
1125,0.036,0.004,0,122245
1126,0.036,0.004,1,3697
1127,0.036,0.004,2,2220
1128,0.036,0.004,3,2024
1129,0.036,0.004,4,1322
1130,0.036,0.004,5,1581
1131,0.036,0.004,6,1791
1132,0.036,0.004,7,1238
1133,0.036,0.004,8,1442
1134,0.036,0.004,9,1466
1135,0.036,0.004,10,1233
1136,0.036,0.004,11,1167
1137,0.036,0.004,12,959
1138,0.036,0.004,13,1127
1139,0.036,0.004,14,1372
1140,0.036,0.004,15,768
1141,0.036,0.004,16,792
1142,0.036,0.004,17,1227
1143,0.036,0.004,18,1587
1144,0.036,0.004,19,753
1145,0.036,0.004,20,1187
1146,0.036,0.004,21,817
1147,0.036,0.004,22,752
1148,0.036,0.004,23,1056
1149,0.036,0.004,24,790
1150,0.036,0.004,25,727
1151,0.036,0.004,26,496
1152,0.036,0.004,27,359
1153,0.036,0.004,28,429
1154,0.036,0.004,29,406
1155,0.036,0.004,30,127
1156,0.036,0.004,31,85
1157,0.036,0.005,0,119369
1158,0.036,0.005,1,3894
1159,0.036,0.005,2,2375
1160,0.036,0.005,3,2260
1161,0.036,0.005,4,2270
1162,0.036,0.005,5,1902
1163,0.036,0.005,6,1984
1164,0.036,0.005,7,1750
1165,0.036,0.005,8,988
1166,0.036,0.005,9,1575
1167,0.036,0.005,10,1068
1168,0.036,0.005,11,773
1169,0.036,0.005,12,865
1170,0.036,0.005,13,1035
1171,0.036,0.005,14,1198
1172,0.036,0.005,15,1058
1173,0.036,0.005,16,1697
1174,0.036,0.005,17,1010
1175,0.036,0.005,18,1411
1176,0.036,0.005,19,1387
1177,0.036,0.005,20,828
1178,0.036,0.005,21,1037
1179,0.036,0.005,22,878
1180,0.036,0.005,23,1013
1181,0.036,0.005,24,831
1182,0.036,0.005,25,665
1183,0.036,0.005,26,522
1184,0.036,0.005,27,563
1185,0.036,0.005,28,166
1186,0.036,0.005,29,245
1187,0.036,0.005,30,68
1188,0.036,0.005,31,52
1189,0.036,0.006,0,120226
1190,0.036,0.006,1,4120
1191,0.036,0.006,2,1907
1192,0.036,0.006,3,2173
1193,0.036,0.006,4,1850
1194,0.036,0.006,5,1870
1195,0.036,0.006,6,1860
1196,0.036,0.006,7,1476
1197,0.036,0.006,8,1380
1198,0.036,0.006,9,943
1199,0.036,0.006,10,1331
1200,0.036,0.006,11,976
1201,0.036,0.006,12,1062
1202,0.036,0.006,13,1254
1203,0.036,0.006,14,946
1204,0.036,0.006,15,1724
1205,0.036,0.006,16,504
1206,0.036,0.006,17,1494
1207,0.036,0.006,18,940
1208,0.036,0.006,19,1065
1209,0.036,0.006,20,1090
1210,0.036,0.006,21,1275
1211,0.036,0.006,22,901
1212,0.036,0.006,23,974
1213,0.036,0.006,24,410
1214,0.036,0.006,25,639
1215,0.036,0.006,26,614
1216,0.036,0.006,27,287
1217,0.036,0.006,28,313
1218,0.036,0.006,29,115
1219,0.036,0.006,30,247
1220,0.036,0.006,31,209
1221,0.036,0.006,32,45
1222,0.036,0.007,0,118684
1223,0.036,0.007,1,3883
1224,0.036,0.007,2,2248
1225,0.036,0.007,3,2242
1226,0.036,0.007,4,1350
1227,0.036,0.007,5,1381
1228,0.036,0.007,6,1277
1229,0.036,0.007,7,1834
1230,0.036,0.007,8,1740
1231,0.036,0.007,9,1339
1232,0.036,0.007,10,1413
1233,0.036,0.007,11,1352
1234,0.036,0.007,12,1434
1235,0.036,0.007,13,931
1236,0.036,0.007,14,1333
1237,0.036,0.007,15,1355
1238,0.036,0.007,16,949
1239,0.036,0.007,17,1543
1240,0.036,0.007,18,1220
1241,0.036,0.007,19,1062
1242,0.036,0.007,20,1525
1243,0.036,0.007,21,1247
1244,0.036,0.007,22,1542
1245,0.036,0.007,23,761
1246,0.036,0.007,24,728
1247,0.036,0.007,25,841
1248,0.036,0.007,26,598
1249,0.036,0.007,27,448
1250,0.036,0.007,28,303
1251,0.036,0.007,29,118
1252,0.036,0.007,30,431
1253,0.036,0.007,31,346
1254,0.036,0.007,33,147
1255,0.036,0.008,0,114771
1256,0.036,0.008,1,4420
1257,0.036,0.008,2,2190
1258,0.036,0.008,3,2444
1259,0.036,0.008,4,2089
1260,0.036,0.008,5,1097
1261,0.036,0.008,6,1974
1262,0.036,0.008,7,1864
1263,0.036,0.008,8,1189
1264,0.036,0.008,9,950
1265,0.036,0.008,10,1729
1266,0.036,0.008,11,1304
1267,0.036,0.008,12,1848
1268,0.036,0.008,13,1239
1269,0.036,0.008,14,1173
1270,0.036,0.008,15,928
1271,0.036,0.008,16,1147
1272,0.036,0.008,17,1715
1273,0.036,0.008,18,1191
1274,0.036,0.008,19,1512
1275,0.036,0.008,20,873
1276,0.036,0.008,21,1197
1277,0.036,0.008,22,1527
1278,0.036,0.008,23,1481
1279,0.036,0.008,24,709
1280,0.036,0.008,25,887
1281,0.036,0.008,26,1277
1282,0.036,0.008,27,613
1283,0.036,0.008,28,281
1284,0.036,0.008,29,227
1285,0.036,0.008,30,256
1286,0.036,0.008,31,191
1287,0.036,0.008,32,38
1288,0.036,0.009,0,116153
1289,0.036,0.009,1,4085
1290,0.036,0.009,2,2284
1291,0.036,0.009,3,2031
1292,0.036,0.009,4,2442
1293,0.036,0.009,5,2053
1294,0.036,0.009,6,1762
1295,0.036,0.009,7,1052
1296,0.036,0.009,8,1180
1297,0.036,0.009,9,961
1298,0.036,0.009,10,1433
1299,0.036,0.009,11,1374
1300,0.036,0.009,12,1489
1301,0.036,0.009,13,1394
1302,0.036,0.009,14,1219
1303,0.036,0.009,15,1453
1304,0.036,0.009,16,1317
1305,0.036,0.009,17,1156
1306,0.036,0.009,18,961
1307,0.036,0.009,19,1304
1308,0.036,0.009,20,1408
1309,0.036,0.009,21,682
1310,0.036,0.009,22,853
1311,0.036,0.009,23,1009
1312,0.036,0.009,24,1177
1313,0.036,0.009,25,488
1314,0.036,0.009,26,748
1315,0.036,0.009,27,466
1316,0.036,0.009,28,248
1317,0.036,0.009,29,321
1318,0.036,0.009,30,75
1319,0.036,0.009,31,202
1320,0.036,0.009,32,270
1321,0.036,0.009,33,58
1322,0.042,0.0,0,47360
1323,0.042,0.0,1,279
1324,0.042,0.0,2,1
1325,0.042,0.0,15,19
1326,0.042,0.0,17,42
1327,0.042,0.0,21,66
1328,0.042,0.001,0,127194
1329,0.042,0.001,1,4908
1330,0.042,0.001,2,1930
1331,0.042,0.001,3,1871
1332,0.042,0.001,4,1947
1333,0.042,0.001,5,1517
1334,0.042,0.001,6,1211
1335,0.042,0.001,7,1434
1336,0.042,0.001,8,1057
1337,0.042,0.001,9,914
1338,0.042,0.001,10,603
1339,0.042,0.001,11,1032
1340,0.042,0.001,12,771
1341,0.042,0.001,13,1095
1342,0.042,0.001,14,941
1343,0.042,0.001,15,1383
1344,0.042,0.001,16,1517
1345,0.042,0.001,17,1211
1346,0.042,0.001,18,1054
1347,0.042,0.001,19,1212
1348,0.042,0.001,20,1347
1349,0.042,0.001,21,1225
1350,0.042,0.001,22,866
1351,0.042,0.001,23,500
1352,0.042,0.001,24,887
1353,0.042,0.001,25,672
1354,0.042,0.001,26,724
1355,0.042,0.001,27,821
1356,0.042,0.001,28,757
1357,0.042,0.001,29,422
1358,0.042,0.001,31,10
1359,0.042,0.001,32,1
1360,0.042,0.001,33,62
1361,0.042,0.001,34,19
1362,0.042,0.002,0,127093
1363,0.042,0.002,1,4253
1364,0.042,0.002,2,2429
1365,0.042,0.002,3,1525
1366,0.042,0.002,4,1506
1367,0.042,0.002,5,1648
1368,0.042,0.002,6,2713
1369,0.042,0.002,7,1330
1370,0.042,0.002,8,1487
1371,0.042,0.002,9,792
1372,0.042,0.002,10,1064
1373,0.042,0.002,11,1088
1374,0.042,0.002,12,842
1375,0.042,0.002,13,770
1376,0.042,0.002,14,897
1377,0.042,0.002,15,1061
1378,0.042,0.002,16,1237
1379,0.042,0.002,17,1281
1380,0.042,0.002,18,1158
1381,0.042,0.002,19,936
1382,0.042,0.002,20,1180
1383,0.042,0.002,21,1520
1384,0.042,0.002,22,780
1385,0.042,0.002,23,1522
1386,0.042,0.002,24,917
1387,0.042,0.002,25,1179
1388,0.042,0.002,26,283
1389,0.042,0.002,27,419
1390,0.042,0.002,28,398
1391,0.042,0.002,29,181
1392,0.042,0.002,30,419
1393,0.042,0.002,31,86
1394,0.042,0.002,32,64
1395,0.042,0.002,33,4
1396,0.042,0.003,0,125464
1397,0.042,0.003,1,4156
1398,0.042,0.003,2,2396
1399,0.042,0.003,3,2281
1400,0.042,0.003,4,2147
1401,0.042,0.003,5,1855
1402,0.042,0.003,6,1543
1403,0.042,0.003,7,1300
1404,0.042,0.003,8,1348
1405,0.042,0.003,9,1273
1406,0.042,0.003,10,1519
1407,0.042,0.003,11,802
1408,0.042,0.003,12,689
1409,0.042,0.003,13,1466
1410,0.042,0.003,14,1126
1411,0.042,0.003,15,960
1412,0.042,0.003,16,1018
1413,0.042,0.003,17,1346
1414,0.042,0.003,18,1282
1415,0.042,0.003,19,1147
1416,0.042,0.003,20,1550
1417,0.042,0.003,21,994
1418,0.042,0.003,22,1099
1419,0.042,0.003,23,821
1420,0.042,0.003,24,1132
1421,0.042,0.003,25,829
1422,0.042,0.003,26,1052
1423,0.042,0.003,27,481
1424,0.042,0.003,28,381
1425,0.042,0.003,29,512
1426,0.042,0.003,30,448
1427,0.042,0.003,31,296
1428,0.042,0.003,32,299
1429,0.042,0.003,33,65
1430,0.042,0.004,0,124527
1431,0.042,0.004,1,3782
1432,0.042,0.004,2,2837
1433,0.042,0.004,3,1966
1434,0.042,0.004,4,1343
1435,0.042,0.004,5,1785
1436,0.042,0.004,6,1990
1437,0.042,0.004,7,1857
1438,0.042,0.004,8,861
1439,0.042,0.004,9,1371
